Date 	Time 	ACLineStatus 	BatteryFlag 	BatteryLifePercent 	BackupBatteryFlag 	BackupBatteryLifePercent 	BatteryVoltage 	BatteryCurrent 	BatteryAverageCurrent 	BatteryAverageInterval 	BatterymAHourConsumed 	BatteryTemperature 	BackupBatteryVoltage 	estimated BattLife(for 4000 mAh)
02.06.2005 	04:52:47 	0001 	0008 	0100 	0009 	0100 	4198 	729 	729 	5120 	0 	340 	2317 	05:29
02.06.2005 	04:53:09 	0001 	0008 	0100 	0009 	0100 	4198 	725 	725 	5120 	0 	340 	2319 	03:02
02.06.2005 	04:53:22 	0001 	0008 	0100 	0009 	0100 	4198 	722 	722 	5120 	0 	340 	2318 	03:02
02.06.2005 	04:53:47 	0001 	0008 	0100 	0009 	0100 	4198 	717 	717 	5120 	0 	340 	2319 	05:34
02.06.2005 	04:54:09 	0001 	0008 	0100 	0009 	0100 	4198 	714 	714 	5120 	0 	340 	2318 	03:04
02.06.2005 	04:54:22 	0001 	0008 	0100 	0009 	0100 	4198 	710 	710 	5120 	0 	340 	2318 	03:05
02.06.2005 	04:54:47 	0001 	0008 	0100 	0009 	0100 	4198 	706 	706 	5120 	0 	340 	2317 	05:39
02.06.2005 	04:55:09 	0001 	0008 	0100 	0009 	0100 	4198 	701 	701 	5120 	0 	340 	2317 	03:08
02.06.2005 	04:55:22 	0001 	0008 	0100 	0009 	0100 	4198 	699 	699 	5120 	0 	340 	2319 	03:08
02.06.2005 	04:55:47 	0001 	0008 	0100 	0009 	0100 	4198 	693 	693 	5120 	0 	340 	2317 	05:46
02.06.2005 	04:56:09 	0001 	0008 	0100 	0009 	0100 	4198 	688 	688 	5120 	0 	340 	2318 	03:11
02.06.2005 	04:56:22 	0001 	0008 	0100 	0009 	0100 	4198 	686 	686 	5120 	0 	340 	2318 	03:12
02.06.2005 	04:56:47 	0001 	0008 	0100 	0009 	0100 	4198 	680 	680 	5120 	0 	340 	2317 	05:52
02.06.2005 	04:57:09 	0001 	0008 	0100 	0009 	0100 	4198 	677 	677 	5120 	0 	340 	2319 	03:14
02.06.2005 	04:57:22 	0001 	0008 	0100 	0009 	0100 	4198 	673 	673 	5120 	0 	340 	2317 	03:16
02.06.2005 	04:57:47 	0001 	0008 	0100 	0009 	0100 	4198 	668 	668 	5120 	0 	340 	2318 	05:59
02.06.2005 	04:58:09 	0001 	0008 	0100 	0009 	0100 	4198 	664 	664 	5120 	0 	340 	2316 	03:18
02.06.2005 	04:58:22 	0001 	0008 	0100 	0009 	0100 	4198 	661 	661 	5120 	0 	340 	2318 	03:19
02.06.2005 	04:58:47 	0000 	0001 	0100 	0009 	0100 	4198 	657 	657 	5120 	0 	340 	2318 	06:05
02.06.2005 	04:59:09 	0000 	0001 	0084 	0009 	0100 	3976 	590 	590 	5120 	0 	340 	2318 	03:43
02.06.2005 	04:59:22 	0000 	0001 	0080 	0009 	0100 	3968 	487 	487 	5120 	0 	330 	2318 	04:31
02.06.2005 	04:59:47 	0000 	0001 	0078 	0009 	0100 	3960 	489 	489 	5120 	0 	330 	2318 	08:10
02.06.2005 	05:00:09 	0000 	0001 	0077 	0009 	0100 	3952 	497 	497 	5120 	0 	330 	2317 	04:25
02.06.2005 	05:00:22 	0000 	0001 	0077 	0009 	0100 	3949 	491 	491 	5120 	0 	330 	2318 	04:28
02.06.2005 	05:00:47 	0000 	0001 	0076 	0009 	0100 	3944 	490 	490 	5120 	0 	330 	2319 	08:09
02.06.2005 	05:01:09 	0000 	0001 	0076 	0009 	0100 	3963 	378 	378 	5120 	0 	330 	2317 	05:49
02.06.2005 	05:01:22 	0000 	0001 	0076 	0009 	0100 	3963 	375 	375 	5120 	0 	330 	2317 	05:51
02.06.2005 	05:01:47 	0000 	0001 	0076 	0009 	0100 	3960 	375 	375 	5120 	0 	330 	2317 	10:39
02.06.2005 	05:02:09 	0000 	0001 	0076 	0009 	0100 	3960 	375 	375 	5120 	0 	320 	2318 	05:51
02.06.2005 	05:02:22 	0000 	0001 	0076 	0009 	0100 	3960 	375 	375 	5120 	0 	320 	2318 	05:51
02.06.2005 	05:02:47 	0000 	0001 	0075 	0009 	0100 	3955 	377 	377 	5120 	0 	320 	2317 	10:36
02.06.2005 	05:03:09 	0000 	0001 	0075 	0009 	0100 	3955 	377 	377 	5120 	0 	320 	2318 	05:50
02.06.2005 	05:03:22 	0000 	0001 	0075 	0009 	0100 	3955 	376 	376 	5120 	0 	320 	2318 	05:51
02.06.2005 	05:03:47 	0000 	0001 	0074 	0009 	0100 	3952 	376 	376 	5120 	0 	320 	2320 	10:38
02.06.2005 	05:04:09 	0000 	0001 	0074 	0009 	0100 	3952 	377 	377 	5120 	0 	320 	2317 	05:50
02.06.2005 	05:04:22 	0000 	0001 	0074 	0009 	0100 	3952 	376 	376 	5120 	0 	320 	2317 	05:51
02.06.2005 	05:04:47 	0000 	0001 	0074 	0009 	0100 	3949 	376 	376 	5120 	0 	320 	2317 	10:38
02.06.2005 	05:05:09 	0000 	0001 	0074 	0009 	0100 	3949 	377 	377 	5120 	0 	320 	2319 	05:50
02.06.2005 	05:05:22 	0000 	0001 	0074 	0009 	0100 	3949 	377 	377 	5120 	0 	320 	2318 	05:50
02.06.2005 	05:05:47 	0000 	0001 	0073 	0009 	0100 	3946 	376 	376 	5120 	0 	320 	2318 	10:38
02.06.2005 	05:06:09 	0000 	0001 	0073 	0009 	0100 	3946 	378 	378 	5120 	0 	320 	2318 	05:49
02.06.2005 	05:06:23 	0000 	0001 	0073 	0009 	0100 	3946 	376 	376 	5120 	0 	320 	2318 	05:51
02.06.2005 	05:06:47 	0000 	0001 	0073 	0009 	0100 	3944 	378 	378 	5120 	0 	320 	2317 	10:34
02.06.2005 	05:07:09 	0000 	0001 	0073 	0009 	0100 	3944 	377 	377 	5120 	0 	320 	2318 	05:50
02.06.2005 	05:07:23 	0000 	0001 	0073 	0009 	0100 	3944 	377 	377 	5120 	0 	320 	2318 	05:50
02.06.2005 	05:07:47 	0000 	0001 	0073 	0009 	0100 	3941 	378 	378 	5120 	0 	320 	2319 	10:34
02.06.2005 	05:08:09 	0000 	0001 	0072 	0009 	0100 	3938 	382 	382 	5120 	0 	320 	2318 	05:45
02.06.2005 	05:08:23 	0000 	0001 	0073 	0009 	0100 	3941 	377 	377 	5120 	0 	320 	2319 	05:50
02.06.2005 	05:08:47 	0000 	0001 	0073 	0009 	0100 	3941 	377 	377 	5120 	0 	320 	2317 	10:36
02.06.2005 	05:09:10 	0000 	0001 	0072 	0009 	0100 	3938 	379 	379 	5120 	0 	320 	2318 	05:48
02.06.2005 	05:09:23 	0000 	0001 	0072 	0009 	0100 	3938 	378 	378 	5120 	0 	320 	2317 	05:49
02.06.2005 	05:09:47 	0000 	0001 	0072 	0009 	0100 	3938 	377 	377 	5120 	0 	320 	2318 	10:36
02.06.2005 	05:10:10 	0000 	0001 	0072 	0009 	0100 	3936 	378 	378 	5120 	0 	320 	2319 	05:49
02.06.2005 	05:10:23 	0000 	0001 	0072 	0009 	0100 	3936 	372 	372 	5120 	0 	320 	2317 	05:54
02.06.2005 	05:10:47 	0000 	0001 	0072 	0009 	0100 	3936 	377 	377 	5120 	0 	320 	2319 	10:36
02.06.2005 	05:11:10 	0000 	0001 	0072 	0009 	0100 	3936 	379 	379 	5120 	0 	320 	2317 	05:48
02.06.2005 	05:11:23 	0000 	0001 	0073 	0009 	0100 	3960 	269 	269 	5120 	0 	320 	2317 	08:10
02.06.2005 	05:11:47 	0000 	0001 	0071 	0009 	0100 	3949 	261 	261 	5120 	0 	320 	2318 	15:19
02.06.2005 	05:12:10 	0000 	0001 	0073 	0009 	0100 	3960 	259 	259 	5120 	0 	320 	2318 	08:29
02.06.2005 	05:12:23 	0000 	0001 	0071 	0009 	0100 	3952 	253 	253 	5120 	0 	320 	2317 	08:41
02.06.2005 	05:12:47 	0000 	0001 	0072 	0009 	0100 	3936 	382 	382 	5120 	0 	320 	2317 	10:28
02.06.2005 	05:13:10 	0000 	0001 	0073 	0009 	0100 	3944 	356 	356 	5120 	0 	320 	2317 	06:10
02.06.2005 	05:13:23 	0000 	0001 	0071 	0009 	0100 	3933 	368 	368 	5120 	0 	320 	2317 	05:58
02.06.2005 	05:13:48 	0000 	0001 	0071 	0009 	0100 	3938 	332 	332 	5120 	0 	320 	2317 	12:02
02.06.2005 	05:14:10 	0000 	0001 	0070 	0009 	0100 	3930 	335 	335 	5120 	0 	320 	2319 	06:34
02.06.2005 	05:14:23 	0000 	0001 	0072 	0009 	0100 	3946 	335 	335 	5120 	0 	320 	2318 	06:34
02.06.2005 	05:14:48 	0000 	0001 	0070 	0009 	0100 	3930 	342 	342 	5120 	0 	320 	2318 	11:41
02.06.2005 	05:15:10 	0000 	0001 	0071 	0009 	0100 	3949 	275 	275 	5120 	0 	310 	2317 	08:00
02.06.2005 	05:15:23 	0000 	0001 	0074 	0009 	0100 	3955 	336 	336 	5120 	0 	310 	2317 	06:32
02.06.2005 	05:15:48 	0000 	0001 	0070 	0009 	0100 	3928 	350 	350 	5120 	0 	310 	2317 	11:25
02.06.2005 	05:16:10 	0000 	0001 	0070 	0009 	0100 	3930 	364 	364 	5120 	0 	310 	2319 	06:02
02.06.2005 	05:16:23 	0000 	0001 	0073 	0009 	0100 	3949 	341 	341 	5120 	0 	310 	2318 	06:27
02.06.2005 	05:16:48 	0000 	0001 	0070 	0009 	0100 	3925 	379 	379 	5120 	0 	310 	2318 	10:33
02.06.2005 	05:17:10 	0000 	0001 	0070 	0009 	0100 	3925 	379 	379 	5120 	0 	310 	2318 	05:48
02.06.2005 	05:17:23 	0000 	0001 	0070 	0009 	0100 	3925 	371 	371 	5120 	0 	310 	2317 	05:55
02.06.2005 	05:17:48 	0000 	0001 	0071 	0009 	0100 	3933 	359 	359 	5120 	0 	310 	2319 	11:08
02.06.2005 	05:18:10 	0000 	0001 	0069 	0009 	0100 	3922 	378 	378 	5120 	0 	310 	2318 	05:49
02.06.2005 	05:18:23 	0000 	0001 	0069 	0009 	0100 	3922 	378 	378 	5120 	0 	310 	2319 	05:49
02.06.2005 	05:18:48 	0000 	0001 	0069 	0009 	0100 	3922 	354 	354 	5120 	0 	310 	2317 	11:17
02.06.2005 	05:19:10 	0000 	0001 	0071 	0009 	0100 	3933 	354 	354 	5120 	0 	310 	2318 	06:12
02.06.2005 	05:19:23 	0000 	0001 	0068 	0009 	0100 	3919 	355 	355 	5120 	0 	310 	2317 	06:11
02.06.2005 	05:19:48 	0000 	0001 	0068 	0009 	0100 	3925 	311 	311 	5120 	0 	310 	2317 	12:51
02.06.2005 	05:20:10 	0000 	0001 	0069 	0009 	0100 	3919 	381 	381 	5120 	0 	310 	2319 	05:46
02.06.2005 	05:20:23 	0000 	0001 	0071 	0009 	0100 	3941 	323 	323 	5120 	0 	310 	2317 	06:48
02.06.2005 	05:20:48 	0000 	0001 	0069 	0009 	0100 	3919 	378 	378 	5120 	0 	310 	2319 	10:34
02.06.2005 	05:21:10 	0000 	0001 	0067 	0009 	0100 	3914 	340 	340 	5120 	0 	310 	2317 	06:28
02.06.2005 	05:21:23 	0000 	0001 	0068 	0009 	0100 	3917 	369 	369 	5120 	0 	310 	2318 	05:57
02.06.2005 	05:21:48 	0000 	0001 	0063 	0009 	0100 	3863 	514 	514 	5120 	0 	310 	2317 	07:46
02.06.2005 	05:22:10 	0000 	0001 	0066 	0009 	0100 	3890 	464 	464 	5120 	0 	310 	2318 	04:44
02.06.2005 	05:22:23 	0000 	0001 	0067 	0009 	0100 	3890 	494 	494 	5120 	0 	310 	2318 	04:27
02.06.2005 	05:22:48 	0000 	0001 	0066 	0009 	0100 	3887 	489 	489 	5120 	0 	310 	2319 	08:10
02.06.2005 	05:23:10 	0000 	0001 	0066 	0009 	0100 	3884 	494 	494 	5120 	0 	310 	2319 	04:27
02.06.2005 	05:23:23 	0000 	0001 	0067 	0009 	0100 	3895 	483 	483 	5120 	0 	310 	2318 	04:33
02.06.2005 	05:23:48 	0000 	0001 	0067 	0009 	0100 	3892 	473 	473 	5120 	0 	310 	2318 	08:27
02.06.2005 	05:24:10 	0000 	0001 	0068 	0009 	0100 	3900 	474 	474 	5120 	0 	310 	2318 	04:38
02.06.2005 	05:24:23 	0000 	0001 	0065 	0009 	0100 	3881 	478 	478 	5120 	0 	310 	2318 	04:36
02.06.2005 	05:24:48 	0000 	0001 	0069 	0009 	0100 	3906 	465 	465 	5120 	0 	310 	2317 	08:36
02.06.2005 	05:25:10 	0000 	0001 	0066 	0009 	0100 	3884 	482 	482 	5120 	0 	310 	2318 	04:33
02.06.2005 	05:25:23 	0000 	0001 	0065 	0009 	0100 	3881 	480 	480 	5120 	0 	310 	2319 	04:34
02.06.2005 	05:25:48 	0000 	0001 	0066 	0009 	0100 	3887 	489 	489 	5120 	0 	310 	2317 	08:10
02.06.2005 	05:26:10 	0000 	0001 	0065 	0009 	0100 	3879 	476 	476 	5120 	0 	310 	2317 	04:37
02.06.2005 	05:26:23 	0000 	0001 	0064 	0009 	0100 	3876 	488 	488 	5120 	0 	310 	2317 	04:30
02.06.2005 	05:26:48 	0000 	0001 	0065 	0009 	0100 	3892 	407 	407 	5120 	0 	310 	2318 	09:49
02.06.2005 	05:27:10 	0000 	0001 	0064 	0009 	0100 	3876 	474 	474 	5120 	0 	310 	2317 	04:38
02.06.2005 	05:27:23 	0000 	0001 	0064 	0009 	0100 	3876 	474 	474 	5120 	0 	310 	2317 	04:38
02.06.2005 	05:27:48 	0000 	0001 	0064 	0009 	0100 	3876 	471 	471 	5120 	0 	310 	2317 	08:29
02.06.2005 	05:28:10 	0000 	0001 	0064 	0009 	0100 	3873 	501 	501 	5120 	0 	310 	2317 	04:23
02.06.2005 	05:28:24 	0000 	0001 	0064 	0009 	0100 	3873 	472 	472 	5120 	0 	310 	2318 	04:39
02.06.2005 	05:28:48 	0000 	0001 	0064 	0009 	0100 	3873 	496 	496 	5120 	0 	310 	2318 	08:03
02.06.2005 	05:29:10 	0000 	0001 	0065 	0009 	0100 	3884 	454 	454 	5120 	0 	310 	2318 	04:50
02.06.2005 	05:29:24 	0000 	0001 	0064 	0009 	0100 	3871 	491 	491 	5120 	0 	320 	2318 	04:28
02.06.2005 	05:29:48 	0000 	0001 	0065 	0009 	0100 	3881 	479 	479 	5120 	0 	320 	2318 	08:21
02.06.2005 	05:30:10 	0000 	0001 	0066 	0009 	0100 	3895 	442 	442 	5120 	0 	310 	2317 	04:58
02.06.2005 	05:30:24 	0000 	0001 	0063 	0009 	0100 	3868 	497 	497 	5120 	0 	320 	2318 	04:25
02.06.2005 	05:30:48 	0000 	0001 	0063 	0009 	0100 	3876 	420 	420 	5120 	0 	320 	2317 	09:31
02.06.2005 	05:31:11 	0000 	0001 	0066 	0009 	0100 	3890 	454 	454 	5120 	0 	320 	2318 	04:50
02.06.2005 	05:31:24 	0000 	0001 	0062 	0009 	0100 	3868 	445 	445 	5120 	0 	320 	2319 	04:56
02.06.2005 	05:31:48 	0000 	0001 	0067 	0009 	0100 	3895 	469 	469 	5120 	0 	320 	2318 	08:31
02.06.2005 	05:32:11 	0000 	0001 	0063 	0009 	0100 	3865 	499 	499 	5120 	0 	320 	2318 	04:24
02.06.2005 	05:32:24 	0000 	0001 	0061 	0009 	0100 	3865 	442 	442 	5120 	0 	320 	2318 	04:58
02.06.2005 	05:32:48 	0000 	0001 	0063 	0009 	0100 	3865 	487 	487 	5120 	0 	320 	2318 	08:12
02.06.2005 	05:33:11 	0000 	0001 	0066 	0009 	0100 	3887 	466 	466 	5120 	0 	320 	2317 	04:43
02.06.2005 	05:33:24 	0000 	0001 	0063 	0009 	0100 	3881 	380 	380 	5120 	0 	320 	2317 	05:47
02.06.2005 	05:33:48 	0000 	0001 	0064 	0009 	0100 	3890 	382 	382 	5120 	0 	320 	2318 	10:28
02.06.2005 	05:34:11 	0000 	0001 	0063 	0009 	0100 	3881 	392 	392 	5120 	0 	320 	2318 	05:36
02.06.2005 	05:34:24 	0000 	0001 	0065 	0009 	0100 	3892 	392 	392 	5120 	0 	320 	2317 	05:36
02.06.2005 	05:34:48 	0000 	0001 	0063 	0009 	0100 	3879 	419 	419 	5120 	0 	320 	2317 	09:32
02.06.2005 	05:35:11 	0000 	0001 	0064 	0009 	0100 	3890 	376 	376 	5120 	0 	320 	2317 	05:51
02.06.2005 	05:35:24 	0000 	0001 	0062 	0009 	0100 	3879 	386 	386 	5120 	0 	320 	2318 	05:41
02.06.2005 	05:35:49 	0000 	0001 	0064 	0009 	0100 	3871 	498 	498 	5120 	0 	320 	2317 	08:01
02.06.2005 	05:36:11 	0000 	0001 	0062 	0009 	0100 	3879 	386 	386 	5120 	0 	320 	2318 	05:41
02.06.2005 	05:36:24 	0000 	0001 	0056 	0009 	0100 	3844 	372 	372 	5120 	0 	320 	2318 	05:54
02.06.2005 	05:36:49 	0000 	0001 	0064 	0009 	0100 	3898 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	05:37:11 	0000 	0001 	0064 	0009 	0100 	3898 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:37:24 	0000 	0001 	0064 	0009 	0100 	3900 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:37:49 	0000 	0001 	0064 	0009 	0100 	3900 	303 	303 	5120 	0 	310 	2317 	13:12
02.06.2005 	05:38:11 	0000 	0001 	0064 	0009 	0100 	3900 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:38:24 	0000 	0001 	0064 	0009 	0100 	3900 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:38:49 	0000 	0001 	0064 	0009 	0100 	3900 	303 	303 	5120 	0 	310 	2317 	13:12
02.06.2005 	05:39:11 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:39:24 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2317 	07:15
02.06.2005 	05:39:49 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2318 	13:12
02.06.2005 	05:40:11 	0000 	0001 	0064 	0009 	0100 	3898 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:40:24 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:40:49 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2318 	13:12
02.06.2005 	05:41:11 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2317 	07:15
02.06.2005 	05:41:24 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:41:49 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2318 	13:12
02.06.2005 	05:42:11 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2317 	07:15
02.06.2005 	05:42:24 	0000 	0001 	0064 	0009 	0100 	3898 	303 	303 	5120 	0 	310 	2317 	07:15
02.06.2005 	05:42:49 	0000 	0001 	0063 	0009 	0100 	3895 	303 	303 	5120 	0 	310 	2317 	13:12
02.06.2005 	05:43:11 	0000 	0001 	0063 	0009 	0100 	3895 	303 	303 	5120 	0 	310 	2317 	07:15
02.06.2005 	05:43:24 	0000 	0001 	0063 	0009 	0100 	3895 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:43:49 	0000 	0001 	0063 	0009 	0100 	3895 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	05:44:11 	0000 	0001 	0064 	0009 	0100 	3895 	325 	325 	5120 	0 	310 	2318 	06:46
02.06.2005 	05:44:24 	0000 	0001 	0063 	0009 	0100 	3895 	303 	303 	5120 	0 	310 	2318 	07:15
02.06.2005 	05:44:49 	0000 	0001 	0063 	0009 	0100 	3895 	304 	304 	5120 	0 	310 	2319 	13:09
02.06.2005 	05:45:11 	0000 	0001 	0063 	0009 	0100 	3892 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:45:24 	0000 	0001 	0063 	0009 	0100 	3892 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:45:49 	0000 	0001 	0063 	0009 	0100 	3892 	303 	303 	5120 	0 	310 	2317 	13:12
02.06.2005 	05:46:11 	0000 	0001 	0063 	0009 	0100 	3892 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:46:24 	0000 	0001 	0063 	0009 	0100 	3892 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:46:49 	0000 	0001 	0063 	0009 	0100 	3892 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	05:47:11 	0000 	0001 	0062 	0009 	0100 	3890 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:47:24 	0000 	0001 	0062 	0009 	0100 	3890 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:47:49 	0000 	0001 	0062 	0009 	0100 	3890 	303 	303 	5120 	0 	310 	2318 	13:12
02.06.2005 	05:48:11 	0000 	0001 	0062 	0009 	0100 	3890 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:48:24 	0000 	0001 	0062 	0009 	0100 	3890 	304 	304 	5120 	0 	310 	2319 	07:14
02.06.2005 	05:48:49 	0000 	0001 	0062 	0009 	0100 	3890 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	05:49:12 	0000 	0001 	0062 	0009 	0100 	3890 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:49:24 	0000 	0001 	0062 	0009 	0100 	3890 	304 	304 	5120 	0 	310 	2316 	07:14
02.06.2005 	05:49:49 	0000 	0001 	0062 	0009 	0100 	3887 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	05:50:12 	0000 	0001 	0062 	0009 	0100 	3887 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:50:25 	0000 	0001 	0062 	0009 	0100 	3887 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:50:49 	0000 	0001 	0062 	0009 	0100 	3887 	304 	304 	5120 	0 	310 	2318 	13:09
02.06.2005 	05:51:12 	0000 	0001 	0062 	0009 	0100 	3887 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:51:25 	0000 	0001 	0062 	0009 	0100 	3887 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:51:49 	0000 	0001 	0062 	0009 	0100 	3887 	304 	304 	5120 	0 	310 	2318 	13:09
02.06.2005 	05:52:12 	0000 	0001 	0061 	0009 	0100 	3884 	304 	304 	5120 	0 	310 	2319 	07:14
02.06.2005 	05:52:25 	0000 	0001 	0061 	0009 	0100 	3884 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:52:49 	0000 	0001 	0061 	0009 	0100 	3884 	304 	304 	5120 	0 	310 	2318 	13:09
02.06.2005 	05:53:12 	0000 	0001 	0061 	0009 	0100 	3884 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:53:25 	0000 	0001 	0061 	0009 	0100 	3884 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:53:49 	0000 	0001 	0061 	0009 	0100 	3884 	304 	304 	5120 	0 	310 	2319 	13:09
02.06.2005 	05:54:12 	0000 	0001 	0061 	0009 	0100 	3881 	316 	316 	5120 	0 	310 	2318 	06:57
02.06.2005 	05:54:25 	0000 	0001 	0061 	0009 	0100 	3881 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:54:49 	0000 	0001 	0061 	0009 	0100 	3881 	304 	304 	5120 	0 	310 	2319 	13:09
02.06.2005 	05:55:12 	0000 	0001 	0061 	0009 	0100 	3881 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:55:25 	0000 	0001 	0061 	0009 	0100 	3881 	304 	304 	5120 	0 	310 	2316 	07:14
02.06.2005 	05:55:49 	0000 	0001 	0061 	0009 	0100 	3881 	304 	304 	5120 	0 	310 	2318 	13:09
02.06.2005 	05:56:12 	0000 	0001 	0061 	0009 	0100 	3881 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:56:25 	0000 	0001 	0061 	0009 	0100 	3881 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:56:49 	0000 	0001 	0060 	0009 	0100 	3879 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	05:57:13 	0000 	0001 	0060 	0009 	0100 	3879 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:57:25 	0000 	0001 	0060 	0009 	0100 	3879 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	05:57:49 	0000 	0001 	0060 	0009 	0100 	3879 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	05:58:13 	0000 	0001 	0060 	0009 	0100 	3879 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:58:25 	0000 	0001 	0060 	0009 	0100 	3879 	304 	304 	5120 	0 	310 	2320 	07:14
02.06.2005 	05:58:50 	0000 	0001 	0060 	0009 	0100 	3879 	304 	304 	5120 	0 	310 	2318 	13:09
02.06.2005 	05:59:13 	0000 	0001 	0060 	0009 	0100 	3876 	304 	304 	5120 	0 	310 	2319 	07:14
02.06.2005 	05:59:25 	0000 	0001 	0060 	0009 	0100 	3876 	304 	304 	5120 	0 	310 	2317 	07:14
02.06.2005 	05:59:50 	0000 	0001 	0060 	0009 	0100 	3876 	304 	304 	5120 	0 	310 	2317 	13:09
02.06.2005 	06:00:13 	0000 	0001 	0060 	0009 	0100 	3876 	305 	305 	5120 	0 	310 	2319 	07:12
02.06.2005 	06:00:25 	0000 	0001 	0060 	0009 	0100 	3876 	304 	304 	5120 	0 	310 	2318 	07:14
02.06.2005 	06:00:50 	0000 	0001 	0060 	0009 	0100 	3876 	305 	305 	5120 	0 	310 	2317 	13:06
02.06.2005 	06:01:13 	0000 	0001 	0059 	0009 	0100 	3873 	305 	305 	5120 	0 	310 	2317 	07:12
02.06.2005 	06:01:25 	0000 	0001 	0059 	0009 	0100 	3873 	305 	305 	5120 	0 	310 	2317 	07:12
02.06.2005 	06:01:50 	0000 	0001 	0059 	0009 	0100 	3873 	305 	305 	5120 	0 	310 	2319 	13:06
02.06.2005 	06:02:13 	0000 	0001 	0059 	0009 	0100 	3873 	305 	305 	5120 	0 	300 	2316 	07:12
02.06.2005 	06:02:25 	0000 	0001 	0059 	0009 	0100 	3873 	305 	305 	5120 	0 	300 	2319 	07:12
02.06.2005 	06:02:50 	0000 	0001 	0059 	0009 	0100 	3873 	305 	305 	5120 	0 	300 	2317 	13:06
02.06.2005 	06:03:13 	0000 	0001 	0059 	0009 	0100 	3873 	305 	305 	5120 	0 	300 	2317 	07:12
02.06.2005 	06:03:25 	0000 	0001 	0059 	0009 	0100 	3871 	305 	305 	5120 	0 	300 	2318 	07:12
02.06.2005 	06:03:50 	0000 	0001 	0059 	0009 	0100 	3871 	305 	305 	5120 	0 	300 	2319 	13:06
02.06.2005 	06:04:14 	0000 	0001 	0059 	0009 	0100 	3871 	321 	321 	5120 	0 	300 	2319 	06:51
02.06.2005 	06:04:25 	0000 	0001 	0059 	0009 	0100 	3871 	305 	305 	5120 	0 	300 	2318 	07:12
02.06.2005 	06:04:50 	0000 	0001 	0059 	0009 	0100 	3871 	305 	305 	5120 	0 	300 	2317 	13:06
02.06.2005 	06:05:14 	0000 	0001 	0059 	0009 	0100 	3871 	305 	305 	5120 	0 	300 	2319 	07:12
02.06.2005 	06:05:25 	0000 	0001 	0059 	0009 	0100 	3871 	305 	305 	5120 	0 	300 	2317 	07:12
